location,company,title,salary
"Houston, TX 77070",Hewlett Packard Enterprise,"Vice President, Global IT Enterprise Analytics & Data",
"Houston, TX 77010 (Downtown area)",Lyondell Chemical Company,Data Science Manager,
"Houston, TX 77019 (Neartown - Montrose area)",BDO,Data Developer - Machine Learning,
"Houston, TX 77046 (Montrose area)",Invesco,Principal Data Scientist,
"Houston, TX 77064",Foxconn,Data Warehouse and Artificial Intelligence Engineer,
"Houston, TX",Tachyus,Software Engineer - Data Integration,
"Houston, TX",Crown Castle,Principal Data Scientist,
"Sugar Land, TX 77478","Accredo Packaging, Inc.",Senior Data Analyst,
"Houston, TX 77002 (Second Ward area)",Honeywell,Advanced AI Engineer,
"Houston, TX",University of Houston,Research Scientist - Data Science (Earth & Atmospheric Sciences),
"Houston, TX",Centene Corporation,Data Analyst III (Healthcare Analytics),
"College Station, TX 77845",StataCorp,Statistician and Software Developer,
"Sugar Land, TX 77478",Texana Center,CCA Behavior Analyst Intern,$15 an hour
"Rosenberg, TX 77471",Texana Center,BeST Behavior Analyst Intern,$15 an hour
"Houston, TX",Xen.ai,Head of Business Development & Sales - AI & Machine Learning Solutions,
"College Station, TX 77845",StataCorp,Senior Statistician and Software Developer,
"Rosenberg, TX 77471",Texana Center,BeST Behavior Analyst Intern PRN,$15 an hour
"Houston, TX",Sense Corp,Senior Data Scientist,
"Houston, TX","Onica, a Rackspace Company",Data Science Architect,
"Houston, TX",Ayata,Senior Data Scientist with Extensive Industrial Experience,
"Houston, TX",Sense Corp,AWS Data Warehouse Architect,
"Houston, TX",Ayata,Senior Research Scientist Specializing in Machine Learning,
"Houston, TX",Sense Corp,Azure Data Warehouse Architect,
"Houston, TX",Ayata,Senior AI/Machine Learning Software Engineer,
"Houston, TX",Ayata,Senior Natural Language Processing Expert,
"Houston, TX",Ayata,Senior Software Developer/Architect for Artificial Intelligence,
"Coral Gables, FL",Quirch Foods,Data Scientist,
"Miami, FL","Amazon Web Services, Inc.",Data Scientist - Nationwide Opportunities,
"Miami, FL",Mixed In Key,Freelance Data Scientist for an Award-Winning Music Software Company,
"Boca Raton, FL",CIITS,DATA SCIENTIST,
"Miami, FL",Amerant Bank,Business Data Scientist II,
"Boca Raton, FL 33431",ADT Security Services,Marketing Media Data Scientist,
"Fort Lauderdale, FL 33316 (Poinciana Park area)",Chewy,Data Scientist,
"West Palm Beach, FL 33411",Naztec International Group LLC,AI/ML - Machine Learning R&D Scientist,
"Miami, FL",Pandera Systems,Sr. Data Scientist,
"Fort Lauderdale, FL",Viramar Worldwide,Machine Learning Developer,
"Boca Raton, FL 33487",ADMA Biologics,Sr. Quality Data Analyst,
"Deerfield Beach, FL 33442",SHL Group,"Statistician, Statistics",
"Juno Beach, FL 33408",Cognizant Technology Solutions,Data Engineer - AWS,
"Miami, FL",Gonza Group,Data Analyst Intern - Summer 2020,
"Miami, FL",Florida International University,Director of Lower Division Introductory Math - Dept. of Mathematics & Statistics,
"Juno Beach, FL 33408",NextEra Energy,Data Science Solutions Manager,
"Fort Lauderdale, FL 33316 (Poinciana Park area)",Chewy,"Senior Product Manager, Data Science",
"Doral, FL 33166","TRIAEM, LLC",Data Platform Hardware Engineer – active Top Secret/SCI Eligible,
"Miami, FL",Xen.ai,Head of Business Development & Sales - AI & Machine Learning Solutions,
"Fort Lauderdale, FL 33309",Citrix,"Technology Leader, Deep Learning",
"Jupiter, FL 33478",Aerojet Rocketdyne,"Specialist Engineer, Analysis/Systems Engineering (Statistician)",
"Austin, TX 78701 (Downtown area)",Cloudflare,Data Scientist,
"Austin, TX (Downtown area)",Google,"Data Scientist Consultant, Cloud Support Data and Analytics",
"Austin, TX",Sasquatch Talent,Data Scientist-NLP,"$115,000 - $135,000 a year"
"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,Remote Sensing Data Scientist,
"Austin, TX",FEDDATA,Data Scientist,
"Austin, TX",Facebook,"Data Scientist, Product Analytics",
"Austin, TX",ARDOR IT SOLUTIONS,Senior Data Scientist,"$115,561 - $180,385 a year"
"Austin, TX 73301 (St Edwards area)",Thrivent Financial,Data Scientist (remote),
"Austin, TX",Thrivent,Data Scientist (remote),
"Austin, TX",Lightspeed Systems,Data Scientist,
"San Antonio, TX 78258 (Stone Oak area)","iHeartMedia, Inc.",Data Scientist,
"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,Cybersecurity Data Scientist,
"Austin, TX",Cerebri AI,Data Scientist,
"San Antonio, TX",Alaka`ina Foundation Family of Companies,Data Scientist,
"Waco, TX",Texas Farm Bureau Casualty Insurance Company,Data Scientist,
"Austin, TX",Facebook,"Recruiting Manager, Data Science",
"Austin, TX 78701 (Downtown area)",Cloudflare,Senior Data Analyst,
"Austin, TX",Deloitte,"Data Scientist Active Secret Clearance - Austin, TX",
"Austin, TX",Natera,"Medical Lab Scientist I, Data Reviewer",
,USAA,"Director, Enterprise Capital Modeling",
"Austin, TX 78758 (North Austin area)",Hotels.com,Senior Data Scientist,
"San Antonio, TX 78205 (Downtown area)",Booz Allen Hamilton,Business Intelligence Consultant/Data Scientist,
"Austin, TX",eBay Inc.,Data Scientist,
"Austin, TX 78746",Bridgefront Capital,Quantitative Researcher,
"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,Geospatial Software Developer and Data Scientist,
"Austin, TX",Apple,Machine Learning Scientist,
"San Antonio, TX 78215",B E A T LLC,Data Scientist,
"Austin, TX",DRW Trading Group,Quantitative Researcher,
"Austin, TX",One Model,Data Science Engineer,
"Austin, TX 78758 (North Burnett area)","Amazon Web Services, Inc.",Senior Data Scientist - Nationwide Opportunities,
"Austin, TX",Axiom Group,Artificial Intelligence Engineer,"$250,000 - $400,000 a year"
"Austin, TX 78705 (Hancock - West Campus area)",Valkyrie Intelligence,Senior Data Science Engineer,"$100,000 - $125,000 a year"
"Austin, TX",Apple,Digital Analytics and Data Science Manager,
"San Antonio, TX 78215","Koniag, Inc.",Data Scientist,
"Austin, TX",Facebook,North America Market Specialist,
"San Antonio, TX 78205 (Downtown area)",Booz Allen Hamilton,"Data Scientist, Mid",
"Austin, TX",Zynga,Lead Data Scientist,
"Austin, TX 78759 (Arboretum area)",CognitiveScale,Applied Machine Learning Scientist,
"Austin, TX",Apple,"Content Data Scientist, Apple Media Products Data Science",
"Austin, TX 73344",IBM,Quantum Principal Data Scientist- Industrial Discrete Sector Industry,
,USAA,Modeling Analytics Executive (P&C),
"Austin, TX 78701 (Downtown area)",Cloudflare,Data Scientist - Domain Intelligence & Client Security,
"Austin, TX 78701 (Downtown area)",Employees Retirement System of Texas,Data Steward (1255),
"Austin, TX 73301 (St Edwards area)",Nomi Health,Data Science Architect,
"Austin, TX 78731",Iodine Software,Data Pipeline Engineer,
"San Antonio, TX 78212 (Five Points area)",Knowesis Inc.,Data Scientist,
"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,Machine Learning/Computer Vision Engineering Scientist,
"Austin, TX 78758 (North Burnett area)","Amazon Web Services, Inc.",Business Analyst,
"San Antonio, TX","IPSecure, Inc.",Data Science Team Lead,
"San Antonio, TX",Convene Technologies,Senior Data Analyst,
"Austin, TX",LPL Financial,"AVP, Big Data and Machine Learning Solutions Architect",
"Austin, TX 78746",Intel,AI SW Solutions/ ML OPS Engineer,
"Austin, TX",Enview,Machine Learning Engineer,
"San Antonio, TX",SWBC,Technical Analyst Intern,
"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,Machine Learning/Computer Vision Engineering Associate,
"Austin, TX 78746",Intel,Senior Systems and Data Center Architect,
"Austin, TX",Oracle,Security Operations Center Analyst Intern - Diversity Programs,$25 an hour
"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,R&D Data Analysis and Machine Learning Software Engineering Associate,
"Austin, TX",Apple,Platform Software Engineer - Machine Learning / Data Pipelines,
"Austin, TX",Deloitte,Lead Data Scientist – Secret Clearance Required,
"Austin, TX 78731",Iodine Software,NLP Engineer,
"Austin, TX 78730",SailPoint,"Software Engineer, Machine Learning",
"Austin, TX",Facebook,"Visiting Researcher, Artificial Intelligence (PhD)",
"San Antonio, TX 78245",Petco,Senior Data Science Analyst,
"Austin, TX 78758 (North Burnett area)",SAIC,Chief Data Engineer - Army Futures Command,
"Austin, TX 78704 (South Lamar-South Congress area)",Granify,Account Manager - E-Commerce Machine Learning,
,ConMet,Data Scientist (Automotive / IoT Connected Products),
"Beaverton, OR 97008 (Greenway area)","DAT Solutions, LLC",Data Scientist I,
"Portland, OR",Mars Petcare,Data Scientist,
"Portland, OR",Kinsa Inc.,Senior Data Scientist,
"Portland, OR",Natera,Data Scientist - Deep Learning,
"Portland, OR 97201 (Downtown area)","Cambia Health Solutions, Inc.",Actuary Assistant or Actuary Associate,
"Hillsboro, OR 97124",Intel,Facilities Statistician,
"Vancouver, WA 98661 (Riverview area)",ConMet,Data Scientist (Automotive / IoT Connected Products),
"Portland, OR 97204 (Downtown area)",Squarespace,"Senior Data Analyst, Insights & Analytics Team [Customer Operations]",
"Portland, OR",Peopleforce INC,Sr. Clinical Data Analyst / Healthcare Consultant,
"Corvallis, OR 97333",Eduworks Corporation,NLP MACHINE LEARNING AI DEVELOPER,
"Camas, WA 98607",Fisher Investments,Enterprise Architect (Data) (2020-9123),
"Clackamas, OR","Vervent, Inc",Senior Data Analyst,
"Portland, OR",Kinship,Sr. Machine Learning Data Scientist,
"Portland, OR 97239 (Homestead area)",Oregon Health & Science University,Research Associate (Research Statistician),
"Portland, OR 97204 (Downtown area)",The Standard,Lead Data Scientist/Senior Data Scientist,
"Portland, OR",BlackBerry,Data Science - Senior Machine Learning Engineer,
"Portland, OR 97205 (Downtown area)","The Cadmus Group, Inc.","Associate, Energy Services - Economist/Statistician",
"Beaverton, OR 97005 (Central Beaverton area)",FlexIT Inc,Sr. Big Data Science Developer,
"Corvallis, OR",BigML,Senior Machine Learning Engineer,
"Portland, OR",TuSimple,Technical Writer - Artificial Intelligence for Autonomous Vehicles - San Diego,
"Portland, OR",TuSimple,C++ Software Engineer - Autonomous Vehicle A.I. Benchmark & Performance (San Diego),
"Portland, OR","Amazon Web Services, Inc.",Cloud Support Engineer II - Big Data,
,Global Fishing Watch,Data Scientist,$45 - $65 an hour
,BICP,Senior Data Scientist,"$160,000 - $180,000 a year"
,BICP,"Data Engineer, Machine Learning","$150,000 - $160,000 a year"
"San Francisco, CA 94143 (Haight-Ashbury area)",University of California San Francisco,Data Scientist,
"San Francisco, CA",Spin Electric Scooters,Data Scientist,
"San Francisco, CA",Spin,Data Scientist,
"San Francisco, CA",Stitch Fix Annex,Data Scientist - Operations,
"San Francisco, CA",Stitch Fix,Data Scientist - Operations,
"San Francisco, CA",0x,Data Scientist,
"San Francisco, CA",Blue Owl,Data Scientist,"$250,000 - $375,000 a year"
"San Francisco, CA 94103 (South of Market area)",SentiLink,Data Scientist,
,Pacific Data Integrators,Data Scientist (Palantir Foundry),
"San Francisco, CA","Take-Two Interactive Software, Inc.",Data Scientist,
"San Francisco, CA 94108 (Chinatown area)",Y Combinator,"Data Scientist, Admissions",
"San Francisco, CA",PACT Pharma,Data Analytics Scientist,
"San Francisco, CA 94110 (Mission area)",Notion,Data Scientist,
"Sunnyvale, CA 94086 (West Murphy area)",Kite Delivery Services,Data Scientist,$82.93 an hour
"San Francisco, CA",Hive,Data Scientist,
"San Francisco, CA",Wish,"Data Scientist, Merchandising Strategy",
"San Francisco, CA",Wish,Data Scientist,
"San Francisco, CA",ThirdLove,Data Scientist - Product Analytics,
"San Francisco, CA",Scaleapi,"Data Scientist, Product Analytics",
,Intuit,Senior Business Data Analyst,
,John Deere,Principal Data Scientist (Remote Availability),
"San Francisco, CA",Yochana IT inc,Data Engineer / Scientist,
"San Francisco, CA 94108 (Downtown area)",Duetto Research,Data Scientist,
"San Francisco, CA (North Waterfront area)",BICP,Senior Data Scientist,"$160,000 - $180,000 a year"
"San Francisco, CA 94104 (Financial District area)","Grammarly, Inc.",Data Scientist,
"San Francisco, CA",Gap Inc.,Data Scientist,
"San Francisco, CA",Mindstrong,Data Scientist,
"San Francisco, CA",Brightidea,Data Scientist,
"San Francisco, CA 94105 (Financial District area)",Geli,"Data Scientist, Forecasting",
"Mountain View, CA 94041",Frequence,Advanced Media Analytics - Data Scientist (Phd),
"San Francisco, CA",CircleUp,Machine Learning Engineer,
"San Francisco, CA 94103 (Mission area)",Asana,Data Scientist,
"San Mateo, CA",Sony Interactive Entertainment PlayStation,Data Scientist,
"San Francisco, CA",Pacific Data Integrators,Data Scientist (Ph.D),
"San Francisco, CA",Opendoor,Senior Data Scientist - Homes,
"Los Gatos, CA",Netflix,Senior Data Scientist,
"San Francisco, CA 94103 (South of Market area)",Pinterest,"Data Scientist, Trust & Safety",
"San Francisco, CA",Opendoor,Staff Data Scientist - Pricing,
"San Francisco, CA 94103 (South of Market area)",Clever,Data Scientist,
,ServiceNow,Staff Machine Learning Engineer,
"Mountain View, CA 94043",DiDi Labs,Data Scientist - Payment,
"San Francisco, CA 94107 (South of Market area)",Datatron Technologies,Data Scientist/ML Engineer,
"San Francisco Bay Area, CA",Talent Acquisition Québec,Data Scientist at IBM (Visa Sponsorship for Canada),
"Santa Clara Valley, CA 95014",Apple,AppleCare Business Insight Data Scientist,
"San Francisco, CA 94103 (South of Market area)",Twitter,Senior Staff Data Scientist / Forecasting,
"San Francisco, CA",Amazon.com Services LLC,Applied Scientist II,
"San Francisco, CA 94103 (South Of Market area)",Pinterest,"Data Scientist, Creator Content",
"Sunnyvale, CA",Amazon.com Services LLC,Data Scientist,
"Berkeley, CA 94720",University of California Berkeley,Data Scientist (6257U) - CED,
"Mountain View, CA 94043",Verb Surgical,Data Scientist - Deep Learning,
"Redwood City, CA 94065 (Dolphin area)",AutoGrid Systems,Senior Data Scientist - Optimization,
"San Francisco, CA",Opendoor,Staff Data Scientist - Consumer,
"San Francisco, CA 94105 (South Beach area)",TransPerfect,Chinese Speakers - Data Annotators,
"San Francisco, CA 94107 (South Beach area)",Formation,Data Scientist,
"Mountain View, CA 94043",Specific Diagnostics,"Data Scientist, Medical Diagnostics",
"San Francisco, CA 94105 (South Beach area)",Sift,Machine Learning Engineer - Data Science,
"San Francisco, CA",AI Factory,Data Scientist (Computer Vision),
"San Francisco, CA",Pro Lancer,Data Scientist,"$60,000 - $75,000 a year"
"San Francisco Bay Area, CA",Lawrence Berkeley National Laboratory,Associate Data Scientist,
"Palo Alto, CA",Step Mobile,Data Scientist - Risk,
,MUFG,Data Science Engineering Lead,
"San Francisco, CA",Smiths-Digital Forge,AI - Data Scientist - Smiths Digital Forge,
"San Francisco, CA 94103 (South of Market area)",Wilbur Labs,Data Scientist/Analyst - Wilbur Labs,
"Mountain View, CA",TikTok,Data Scientist — Risk,
"San Francisco, CA",Bond Financial Technologies,Data Scientist,
"Walnut Creek, CA",DocuSign,Data Scientist – Manage and Analyze at Seal Software – a DocuSign Company,
"Mountain View, CA",Bytedance,Data Scientist,
"Sacramento, CA 95814 (Mansion Flats area)",Capio Group,Data Scientist - 27877227,
"Sunnyvale, CA 94085",Proofpoint,Data Science Intern - Undergrad,
"San Jose, CA",Jabil Circuit,Data Scientist,
"San Francisco, CA",Wish,"Data Scientist, Transaction Monitoring",
